i j S OS WN ST sp hpcd hpcdp ppcd ppcdp
Kustanai Mongolia-NorthWestern Khangay 0.826086956521739 1 1 0 3531.26670026091 0.976798112618705 0.952041796816798 1.37032545077636 1.51854729168749
Kustanai Moscow 0.671641791044776 0.375 0.904761904761905 0.529761904761905 2995.73027851997 0.997917678001798 1.41982980632618 0.886963690254154 1.12027008682757
Kustanai Moyyunkum 0.876543209876543 0.142857142857143 0.965909090909091 0.823051948051948 788.470774919921 1.19470764363169 1.17427947075683 1.72417525915628 1.75421315565726
Kustanai Nakhichevan 0.773584905660377 0.111111111111111 0.908045977011494 0.796934865900383 2322.62745748481 1.03658012285138 1.22719093056578 0.757670601866788 0.920292584706489
Kustanai North Kyrgyzstan 0.686746987951807 0.3 0.904761904761905 0.604761904761905 1193.02880946997 0.66528078466737 0.781937997357875 0.700618229640957 0.948498366555534
Kustanai North Russian Far East 0.904761904761905 0.333333333333333 0.983193277310924 0.649859943977591 10668.9001865134 0.859386548084451 0.807133410863259 0.862243023534197 0.90285329209426
Kustanai Novosibirsk 0.555555555555556 0.44 0.826446280991735 0.386446280991736 1684.99883000588 0.773587579363894 1.15662878826201 0.543493157627465 0.876757073975724
Kustanai Pavlodar 0.60655737704918 0.478260869565217 0.88 0.401739130434783 1313.22971345497 0.532543335936094 0.875285586233808 0.515504025996094 0.704941277825552
Kustanai Poland 0.728395061728395 0.266666666666667 0.917293233082707 0.65062656641604 5028.19363952894 1.17830639878252 1.45846316492662 1.32316868540194 1.548097582403
Kustanai Pre-Polar Ural 0.764705882352941 0.714285714285714 0.980582524271845 0.26629680998613 841.041416286586 1.22842942633457 1.46246687250009 0.864407039459232 1.06300982754962
Kustanai Scotland 0.829787234042553 0.5 0.975903614457831 0.475903614457831 7653.48304855497 0.894282874902252 1.01417754867244 1.22387113850642 1.3853482132269
Kustanai Selenga 0.818181818181818 1 1 0 4672.03073315487 0.692411421729423 0.757646877991535 0.547053294589666 0.628390779560852
Kustanai Slovakia 0.722222222222222 0.181818181818182 0.886075949367089 0.704257767548907 4917.72771109135 1.12674589645375 1.52937685827193 1.35150479477635 1.53950325875468
Kustanai Southwestern Azerbajan 0.90625 1 1 0 2119.23844701032 1.26588193541196 1.34387015382201 1.29285567422798 1.23854872856257
Kustanai Sweden 0.803921568627451 0.333333333333333 0.958762886597938 0.625429553264605 5316.49385149667 0.880065108734858 0.998053635709412 1.08497386913944 1.27688653231278
Kustanai Taimyr 0.818181818181818 0.6 0.983050847457627 0.383050847457627 2358.17550280997 1.10804092161114 1.16059622224092 1.04749516764308 1.24956186295339
Kustanai Tarbagatai 0.655172413793103 0.333333333333333 0.868421052631579 0.535087719298246 2061.6634976427 0.695775674040954 1.04188368348124 0.594297133672158 0.732644352594755
Kustanai Terskey-Alatau 0.722222222222222 0.777777777777778 0.985815602836879 0.208037825059102 1675.14896318525 0.778193846658891 0.838219818302001 0.586567128239112 0.792950149284376
Kustanai Tomsk-Tumen 0.655172413793103 0.555555555555556 0.924528301886792 0.368972746331237 1126.00870814542 0.812384696405468 1.07895231028568 0.803069913499492 1.05561254971218
Kustanai Trans-Ili Alatau 0.719298245614035 0.4 0.952 0.552 1415.22589216161 0.897286722576991 0.998763254925846 0.588411081557763 0.834212961303845
Kustanai Turkmenistan 0.933333333333333 0 0.992592592592593 0.992592592592593 1124.06581903618 1.15762976683073 1.13783558443978 1.8390935503322 1.67695971538496
Kustanai Ural Valley 0.466666666666667 0.487179487179487 0.856115107913669 0.368935620734182 1375.16423341416 0.629710727454124 1.954184943463 1.07713145043801 1.59100196679332
Kustanai Volga-Kama 0.4375 0.5 0.857142857142857 0.357142857142857 1455.43468416442 0.664316530922965 1.25379270451272 0.526488299408265 1.07251752191228
Kustanai Western Sayan 0.753424657534246 0.857142857142857 0.988571428571429 0.131428571428571 3296.99078230443 1.07003961082738 1.18923194979845 0.917207139202338 1.13029001727313
Middle Ural Moscow 0.56 0.333333333333333 0.868852459016394 0.53551912568306 2847.51173863318 0.455535802476149 0.991637441092707 0.574187889580259 0.784567842618879
Middle Ural Nakhichevan 0.666666666666667 0.714285714285714 0.966666666666667 0.252380952380952 2298.64604271847 0.840450451552859 1.15841701357286 0.656397942738812 0.955245786587376
Middle Ural North Kyrgyzstan 0.878787878787879 1 1 0 1387.50054784085 1.16414897581785 1.15190398283404 1.06601296789992 1.16510306220606
Middle Ural North Russian Far East 0.826086956521739 0.6 0.978260869565217 0.378260869565217 10850.7772149993 0.79373657084067 0.87383525915517 0.728892295734208 0.837430814739558
Middle Ural Novosibirsk 0.616438356164384 0.28125 0.786046511627907 0.504796511627907 1830.17156084457 0.906173657352381 1.37199185146245 0.603480523765056 0.883024477602762
Middle Ural Pavlodar 0.818181818181818 0.5 0.972602739726027 0.472602739726027 1469.03731829559 1.03983092414768 1.27944193924053 1.16648195655088 1.22697729807162
Middle Ural Poland 0.625 0.219512195121951 0.866108786610879 0.646596591488928 4904.64595879119 0.686244148793161 1.11927521594607 0.447741149123951 0.604426811065524
Middle Ural Pre-Polar Ural 0.470588235294118 0.333333333333333 0.815789473684211 0.482456140350877 599.173700328753 0.575226879139367 1.19799316977785 0.292522367149818 0.562213720278187
Middle Ural Scotland 0.6 0.4 0.892857142857143 0.492857142857143 7505.38679239218 0.443215827311117 0.694737756859574 0.464973797184085 0.746730276995363
Middle Ural Selenga 0.789473684210526 0.5 0.971830985915493 0.471830985915493 4814.50382706457 1.10260673377904 1.16214142243488 0.698060765425535 0.930066652340949
Middle Ural Slovakia 0.672727272727273 0.4 0.908396946564886 0.508396946564886 4800.65091162648 0.787850001937482 1.155730374743 0.383113989893463 0.499160596820543
Middle Ural Southwestern Azerbajan 0.872340425531915 1 1 0 2102.66139649351 1.12304567927097 1.31114809607448 0.990306581968426 1.00702845671086
Middle Ural Sweden 0.647058823529412 0.8 0.971428571428572 0.171428571428571 5152.60195248031 0.430148039089879 0.674254088821326 0.430890470833985 0.601306439411479
Middle Ural Taimyr 0.631578947368421 0.428571428571429 0.912087912087912 0.483516483516484 2493.85284232626 0.561569054131245 0.736603564509815 0.44291046612048 0.762670217270875
Middle Ural Tarbagatai 0.8 0.454545454545455 0.952 0.497454545454545 2217.12213646563 1.15603251742879 1.29456533976529 1.04267787448897 1.22196760656573
Middle Ural Terskey-Alatau 0.890909090909091 0 0.982456140350877 0.982456140350877 1847.22278127534 1.01020881534309 1.05195298126636 0.998268326081048 1.05080099778613
Middle Ural Tomsk-Tumen 0.542857142857143 0.352112676056338 0.80672268907563 0.454610013019292 1246.45482013502 0.597329062296619 1.06136982143614 0.583837008265108 0.933284817602321
Middle Ural Trans-Ili Alatau 0.75 1 1 0 1596.51570701466 0.440565123928216 0.470733692036642 0.708157437236987 1.00696533148576
Middle Ural Ural Valley 0.581395348837209 0.357142857142857 0.839285714285714 0.482142857142857 1267.43209734862 0.594643185031928 1.03872682584465 0.508643996760667 0.759598665545721
Middle Ural Volga-Kama 0.620253164556962 0.391304347826087 0.842696629213483 0.451392281387396 1304.97252162647 0.929231472147562 1.48600239554176 0.677142343147039 0.940254002132684
Middle Ural Western Sayan 0.607142857142857 0.428571428571429 0.891891891891892 0.463320463320463 3442.79100787919 0.780946765075751 1.30588067879058 0.689577542549674 1.00210448201121
Mongolia-Central Khangay Mongolia-NorthWestern Khangay 0.411764705882353 0.315789473684211 0.643835616438356 0.328046142754145 310.813442188239 0.561776127032844 0.990340241743215 0.472499945037166 1.12100873877997
Mongolia-Central Khangay North Kyrgyzstan 0.763157894736842 0.5 0.983050847457627 0.483050847457627 2713.7473930019 0.727075785008997 0.736690010265314 0.748921343430524 0.933507861965389
Mongolia-Central Khangay Selenga 0.791666666666667 0.333333333333333 0.971014492753623 0.63768115942029 836.913634059827 0.851256855953392 0.921608662230532 0.62521046744003 0.761841828129364
Mongolia-Central Khangay Tarbagatai 0.8 1 1 0 1786.9594378775 0.91533083338059 0.900201398118101 0.971619507833618 1.16993465769953
Mongolia-Central Khangay Terskey-Alatau 0.661538461538462 0.2 0.928571428571429 0.728571428571429 2197.26231991485 0.729521548019766 0.90938980848194 0.8661786793972 1.21101456592354
Mongolia-Central Khangay Trans-Ili Alatau 0.76 0.428571428571429 0.958333333333333 0.529761904761905 2468.19371029923 1.14048091924181 1.25358646495174 0.820673123517689 1.03777426876346
Mongolia-Central Khangay Tyva 0.40625 0.365853658536585 0.81294964028777 0.447095981751184 582.286207176718 0.572945323325315 0.9583812681078 0.445482967726498 1.13951283512967
Mongolia-NorthWestern Khangay Moyyunkum 0.923809523809524 0.333333333333333 0.981395348837209 0.648062015503876 2829.33279817376 1.04964598270728 1.01382761806144 1.38553952005592 1.22373963523047
Mongolia-NorthWestern Khangay North Kyrgyzstan 0.813084112149533 0.6 0.989247311827957 0.389247311827957 2402.93364802033 0.919478392641852 0.846429989280809 1.20006783024448 1.30146728976862
Mongolia-NorthWestern Khangay North Russian Far East 0.793103448275862 0.333333333333333 0.962025316455696 0.628691983122363 7250.82831117042 1.13599558505754 1.31750452151301 0.947787180772192 1.03511716490838
Mongolia-NorthWestern Khangay Novosibirsk 0.701754385964912 0.363636363636364 0.95017793594306 0.586541572306697 1846.3799575979 1.02442737936502 1.17518288813854 1.55676858955802 1.87137687594953
Mongolia-NorthWestern Khangay Pavlodar 0.764705882352941 0.75 0.985611510791367 0.235611510791367 2218.94494238514 0.850558329723617 0.986460211607831 1.02635092221587 1.19974988825353
Mongolia-NorthWestern Khangay Pre-Polar Ural 0.893333333333333 0.333333333333333 0.971830985915493 0.63849765258216 4040.41719168469 1.39162700839033 1.47163431034594 1.39888758361254 1.42680330035869
Mongolia-NorthWestern Khangay Selenga 0.746835443037975 0.2 0.912408759124088 0.712408759124088 1141.50516475607 0.913970045800556 1.19932341179889 0.794498691638869 0.928726906050194
Mongolia-NorthWestern Khangay Syugaty 0.904761904761905 0.333333333333333 0.985185185185185 0.651851851851852 1948.58054809072 1.0677669154355 1.05085325217447 1.32745461866143 1.3013040117272
Mongolia-NorthWestern Khangay Taimyr 0.873417721518987 0.428571428571429 0.974522292993631 0.545950864422202 1179.7166915859 1.53560424152199 1.58027636491172 1.37161980919289 1.43700744976417
Mongolia-NorthWestern Khangay Tarbagatai 0.783783783783784 0.8 0.989528795811518 0.189528795811518 1476.4606670364 1.13227881292252 1.12377183461356 1.31978993773211 1.45451104248706
Mongolia-NorthWestern Khangay Terskey-Alatau 0.666666666666667 0.428571428571429 0.977777777777778 0.549206349206349 1886.43587594491 0.784011088856444 0.908045901024997 1.17673251179635 1.57854361338535
Mongolia-NorthWestern Khangay Tomsk-Tumen 0.783783783783784 0.466666666666667 0.973684210526316 0.507017543859649 2427.94348660495 1.50982579662603 1.50847683455623 1.48898565509041 1.66330592690588
Mongolia-NorthWestern Khangay Trans-Ili Alatau 0.802469135802469 0.555555555555556 0.975609756097561 0.420054200542005 2157.36368004571 1.2881204666127 1.28349193457313 1.00323682619373 1.1885035571633
Mongolia-NorthWestern Khangay Turkmenistan 0.929824561403509 0.2 0.98705501618123 0.78705501618123 4371.00211226516 1.04955288677173 1.01373769895334 1.65650700632482 1.40870433220793
Mongolia-NorthWestern Khangay Tyva 0.410526315789474 0.45 0.78743961352657 0.33743961352657 271.684490429775 0.619279186241149 0.93719791286762 0.266188408783419 0.675799840481185
Mongolia-NorthWestern Khangay Ural Valley 0.952380952380952 1 1 0 4904.79107205431 1.41901523740161 1.33943646080588 2.12409885418659 1.98262510311037
Mongolia-NorthWestern Khangay Ussury 0.829268292682927 0.333333333333333 0.986301369863014 0.65296803652968 4222.21503737659 1.04218235087729 1.06761143618008 1.0099045588242 1.10843183285583
Mongolia-NorthWestern Khangay Volga-Kama 0.833333333333333 0.333333333333333 0.987987987987988 0.654654654654655 4976.87930146123 1.20274816539629 1.14004927819827 1.96017898615682 1.97115159943399
Mongolia-NorthWestern Khangay Western Sayan 0.711340206185567 0.652173913043478 0.962616822429907 0.310442909386428 243.043730855409 1.09968054372318 1.29725160799252 1.05889538485328 1.28572133155567
Moscow Nakhichevan 0.730769230769231 0.454545454545455 0.962732919254658 0.508187464709204 1526.78825680346 0.878150968982552 1.05426499251404 0.550395150565822 0.726661678106521
Moscow North Kyrgyzstan 0.853658536585366 1 1 0 4173.53838064073 1.35976910929178 1.37446464321292 1.12667838807163 1.1786404955481
Moscow Novosibirsk 0.528089887640449 0.418803418803419 0.784810126582278 0.36600670777886 4675.14265097078 0.803946215295705 1.35873554568572 0.719683360923682 1.16098513634825
Moscow Pavlodar 0.833333333333333 0.6 0.988505747126437 0.388505747126437 4307.49728231847 1.2604687847825 1.39906147186243 0.98109865256939 1.04349191827931
Moscow Poland 0.275 0.378640776699029 0.623529411764706 0.244888635065677 2092.85276193852 0.329060958395032 1.15337527841491 0.267637584884664 0.794878605764397
Moscow Pre-Polar Ural 0.56 0.357142857142857 0.898305084745763 0.541162227602906 2562.88914904694 0.813202322859479 1.26444800378505 0.422541156296637 0.742317947751792
Moscow Scotland 0.565217391304348 0.517241379310345 0.910828025477707 0.393586646167362 4659.4255314455 0.446872170455813 0.792686096503512 0.764322562404049 1.21123377125038
Moscow Selenga 0.777777777777778 1 1 0 7662.48562506132 1.16453024722648 1.16544683931403 0.694360181106612 0.94952343465148
Moscow Slovakia 0.380281690140845 0.339130434782609 0.672413793103448 0.333283358320839 2014.1079245434 0.442366104869218 1.02426642188038 0.368952409722243 0.86856796552173
Moscow Southwestern Azerbajan 0.873015873015873 0.6 0.989690721649485 0.389690721649484 1628.42313087211 1.27865925025645 1.37125008144385 1.00208102512365 1.01645808430764
Moscow Sweden 0.36 0.428571428571429 0.812865497076023 0.384294068504595 2334.52247972821 0.48554206936624 0.861280860836733 0.274901638802568 1.06301685973202
Moscow Taimyr 0.740740740740741 1 1 0 5341.5605756515 0.765411904332731 0.890661125041723 0.789453617151139 1.03591718543247
Moscow Tarbagatai 0.790697674418605 0.384615384615385 0.929203539823009 0.544588155207624 5056.81810868521 1.42105128873976 1.56282086831297 1.00100574262474 1.11062807882926
Moscow Terskey-Alatau 0.830985915492958 0.666666666666667 0.990697674418605 0.324031007751938 4669.40738294022 1.19762255702019 1.18502547527843 0.970065615352225 1.09872560336071
Moscow Tomsk-Tumen 0.418604651162791 0.387755102040816 0.734513274336283 0.346758172295467 4093.82085849259 0.437392203201994 0.965154696321756 0.665274244938716 1.31172609660599
Moscow Trans-Ili Alatau 0.821428571428571 0.666666666666667 0.989949748743719 0.323283082077052 4405.7190494173 0.612635278315003 0.689706934080986 0.759316405358716 0.845830852937915
Moscow Ural Valley 0.525423728813559 0.2 0.774647887323944 0.574647887323944 1647.36389448491 0.584550183044227 1.0802844132928 0.401929129397361 0.659643037298216
Moscow Ussury 0.824561403508772 0.333333333333333 0.977900552486188 0.644567219152855 10713.051849963 0.98569748699804 1.15575066915576 0.846508011160326 0.919237102284408
Moscow Volga-Kama 0.410526315789474 0.282051282051282 0.543478260869565 0.261426978818283 1543.37744244968 0.861467588476055 1.68971053166653 0.492833116611029 1.09957307434354
Moscow Western Sayan 0.638888888888889 0.333333333333333 0.887550200803213 0.55421686746988 6289.06858209687 0.815692034221969 1.12279371836431 0.85950243776103 1.21049088969689
Moyyunkum North Kyrgyzstan 0.666666666666667 0.625 0.935828877005348 0.310828877005348 429.218832623753 0.82206276140102 1.26895087411856 1.50567167737301 1.76912430384867
Moyyunkum Pavlodar 0.891891891891892 0 0.985714285714286 0.985714285714286 656.924180258085 1.27369434194435 1.18875718719514 1.51761336261557 1.60764975195993
Moyyunkum Southwestern Azerbajan 0.818181818181818 0.384615384615385 0.95 0.565384615384615 2678.47531662747 1.06626817621129 1.35753238441515 0.788476987343309 0.791099416347777
Moyyunkum Syugaty 0.452054794520548 0.507246376811594 0.75 0.242753623188406 880.709766582587 0.782067935823661 1.36874318329468 0.402340883456425 0.85963564367763
Moyyunkum Tarbagatai 0.78 0.4 0.96875 0.56875 1355.53462007549 1.26924844476921 1.35806087038116 1.68878795945995 1.85183151245659
Moyyunkum Terskey-Alatau 0.905882352941176 1 1 0 943.027681997279 1.17626341662053 1.15034025592366 2.14730619766245 2.04651225741323
Moyyunkum Turkmenistan 0.339805825242719 0.349514563106796 0.567741935483871 0.218227372377075 1567.139952418 0.506558601680709 1.48032331863057 0.363689916719807 0.837728676463869
Moyyunkum Tyva 0.928571428571429 0 0.990384615384615 0.990384615384615 2558.19214319816 1.12383138170884 1.07667761744134 1.18109927005865 1.09910926444483
Moyyunkum Volga-Kama 0.889908256880734 0.333333333333333 0.994011976047904 0.660678642714571 2222.62706660581 1.38766475386129 1.26323365816381 1.95477941573002 1.8778261824193
Nakhichevan Novosibirsk 0.76 0.466666666666667 0.958549222797928 0.491882556131261 3910.87605544663 1.00246874178036 1.09658481538883 0.542725330782677 0.703226419459262
Nakhichevan Pavlodar 0.739130434782609 0.666666666666667 0.96078431372549 0.294117647058823 3536.32565878561 1.18438684389843 1.26391695221805 0.659827232731838 0.956660079977054
Nakhichevan Poland 0.727272727272727 0 0.953917050691244 0.953917050691244 3004.06703164703 0.746477332892287 0.916131272185988 0.610234076328131 0.792028548544351
Nakhichevan Slovakia 0.754385964912281 0.333333333333333 0.963302752293578 0.629969418960245 2858.01277419544 0.802245667698544 0.937968318334953 0.719716691722412 0.911461101149395
Nakhichevan Southwestern Azerbajan 0.551020408163265 0.384615384615385 0.887323943661972 0.502708559046587 210.748746333399 0.791742775638866 1.32011657012513 0.667260231574071 1.12637638577651
Nakhichevan Tarbagatai 0.75 0.454545454545455 0.941747572815534 0.487202118270079 4239.97442843412 1.00586714238929 1.25000540487438 0.612600967754859 0.740670856484098
Nakhichevan Tomsk-Tumen 0.777777777777778 0.5 0.972222222222222 0.472222222222222 3417.96395842263 0.932705204772827 1.00921729380837 0.477977660356245 0.613049564376177
Nakhichevan Ural Valley 0.6 0.285714285714286 0.888888888888889 0.603174603174603 1170.19422006126 0.962454843827965 1.21963974699962 0.58983380434119 1.05978268910084
Nakhichevan Volga-Kama 0.679012345679012 0.416666666666667 0.942857142857143 0.526190476190476 1363.13955229953 0.943723209714575 1.10283026325323 0.48953578299268 0.732313691631326
Nakhichevan Western Sayan 0.724137931034483 1 1 0 5459.72099301428 0.877614159412762 0.94434184756646 0.552068934818501 0.760528568742741
North Kyrgyzstan Novosibirsk 0.80952380952381 0.538461538461539 0.976284584980237 0.437823046518699 635.864698065192 1.19288073476572 1.1200372371882 0.939238685992619 1.04882432461714
North Kyrgyzstan Pavlodar 0.710526315789474 0.454545454545455 0.945945945945946 0.491400491400491 325.633899630984 0.595096106977393 0.723436392937098 0.667429415874257 0.863366565900314
North Kyrgyzstan Poland 0.875 1 1 0 6168.44203461472 1.51268710038687 1.4460121868712 1.92710317335935 1.91604375773031
North Kyrgyzstan Slovakia 0.862068965517241 1 1 0 6048.15264694308 1.47838603810672 1.46704069070685 1.91466009306524 1.95678857669055
North Kyrgyzstan Southwestern Azerbajan 0.822784810126582 0.5 0.969465648854962 0.469465648854962 3095.52304988832 0.8745752364024 1.03663223975491 0.979464633107277 1.00854735816242
North Kyrgyzstan Syugaty 0.76 0.4 0.94392523364486 0.54392523364486 455.966717797141 0.638357301264157 0.894403645793251 1.49475390527318 1.63815306041321
North Kyrgyzstan Tarbagatai 0.509803921568627 0.48 0.840490797546012 0.360490797546012 933.60030647197 0.570424419986269 0.975850040802956 0.456098804604886 0.742976445836999
North Kyrgyzstan Terskey-Alatau 0.494252873563218 0.491525423728814 0.802631578947368 0.311106155218555 517.015398537139 0.613248155477927 0.834346922277304 0.568898763246695 1.12474420347039
North Kyrgyzstan Tomsk-Tumen 0.823529411764706 0.777777777777778 0.992753623188406 0.214975845410628 513.06893377835 1.40990937801838 1.30994625117323 0.938230749748741 1.0478734100057
North Kyrgyzstan Trans-Ili Alatau 0.611111111111111 0.55 0.867647058823529 0.317647058823529 246.735893331935 1.02010657901172 1.47656513089536 0.563179478941739 0.839000062774669
North Kyrgyzstan Turkmenistan 0.771428571428571 0.52 0.95729537366548 0.43729537366548 1978.20193481916 0.793189471229348 1.00176671760822 1.81482582744751 1.8475362061481
North Kyrgyzstan Tyva 0.86046511627907 0.5 0.988826815642458 0.488826815642458 2131.50356429896 0.787123899999443 0.763271660605521 1.02986142800011 1.05819517655582
North Kyrgyzstan Ural Valley 0.893333333333333 0.5 0.986666666666667 0.486666666666667 2531.95960361577 1.31177802571253 1.26060784156904 1.51252150347363 1.56135785399229
North Kyrgyzstan Ussury 0.917808219178082 1 1 0 6624.00550290323 0.915902392061088 0.954590647373127 0.774006476556294 0.737637033357232
North Kyrgyzstan Volga-Kama 0.765765765765766 0.833333333333333 0.99344262295082 0.160109289617486 2642.07126240954 0.979293001641284 1.01690318498093 0.910109098465542 1.02414476742679
North Russian Far East Novosibirsk 0.717647058823529 0.307692307692308 0.92 0.612307692307692 9039.90048289464 0.958770108863927 1.09811828655575 0.599901868860371 0.777311872761151
North Russian Far East Pre-Polar Ural 0.782608695652174 0.25 0.930232558139535 0.680232558139535 11280.6316929864 1.08233855403033 1.33174471572716 0.738384291294052 0.848336252513706
North Russian Far East Selenga 0.68 0.2 0.802469135802469 0.602469135802469 6142.18407676257 1.01793865543025 1.28188762496847 0.537647213986785 0.779515608354824
North Russian Far East Taimyr 0.52 0.25 0.702970297029703 0.452970297029703 8411.8903404982 0.554356871572326 1.13162105188731 0.464566028633515 0.728953199400557
North Russian Far East Tarbagatai 0.926829268292683 0.333333333333333 0.985185185185185 0.651851851851852 8645.02828590758 1.50427232478319 1.46256496093956 0.987610113194299 0.928728209426617
North Russian Far East Terskey-Alatau 0.880597014925373 0.333333333333333 0.983870967741935 0.650537634408602 9002.08406919191 0.95335710987672 1.04956365597998 0.873144674537647 0.867820621644125
North Russian Far East Tomsk-Tumen 0.560975609756098 0.377777777777778 0.887096774193548 0.509318996415771 9638.87668184201 0.717626933351414 1.18757231591605 0.570610357887788 0.848956873930612
North Russian Far East Ural Valley 0.890909090909091 1 1 0 11977.8103945712 1.11391253108005 1.07785613372415 1.08082371506001 1.16518068794274
North Russian Far East Ussury 0.773584905660377 0.5 0.977777777777778 0.477777777777778 3513.48369569578 0.99907262676748 1.04861341817744 0.79999065475492 1.0406382500877
North Russian Far East Volga-Kama 0.824175824175824 0.4 0.978339350180505 0.578339350180505 12116.2910217765 1.00147094001306 1.05464194909965 0.796120472151799 0.850674604389843
North Russian Far East Western Sayan 0.588235294117647 0.2 0.79746835443038 0.59746835443038 7460.27191375802 0.853032369180262 1.20386629447268 0.367029290706325 0.593552140325712
Novosibirsk Pavlodar 0.63855421686747 0.5 0.902912621359223 0.402912621359223 377.252535226502 0.902238306796019 1.42703492916694 0.711034722277989 0.890310854998689
Novosibirsk Poland 0.631067961165048 0.472527472527473 0.870967741935484 0.398440269408011 6712.4904710582 1.03867092432131 1.45833594424912 0.943833228639149 1.2031147574309
Novosibirsk Pre-Polar Ural 0.534246575342466 0.363636363636364 0.799043062200957 0.435406698564593 2243.45271822864 0.949985012784487 1.7979055200632 0.555815069431784 0.883999407352905
Novosibirsk Scotland 0.768115942028986 0.555555555555556 0.957671957671958 0.402116402116402 9334.02522328538 0.904226009096649 1.12126624412236 0.981813679260841 1.17434494709638
Novosibirsk Selenga 0.688311688311688 0.285714285714286 0.901960784313725 0.61624649859944 2987.51382488541 0.914669374660721 1.18088647616097 0.426479392858876 0.56961003787688
Novosibirsk Slovakia 0.659574468085106 0.418181818181818 0.878787878787879 0.460606060606061 6599.96366165313 1.07997255380968 1.45277935401226 0.909080010366394 1.1527331621963
Novosibirsk Southwestern Azerbajan 0.906976744186047 1 1 0 3700.50264940472 1.41891972730063 1.41286728378242 1.25756579573894 1.20274715181467
Novosibirsk Sweden 0.698630136986301 0.545454545454545 0.950738916256158 0.405284370801612 6982.07491204327 0.90150929282846 1.1178974378552 0.699799778325158 0.966552725184992
Novosibirsk Taimyr 0.662337662337662 0.333333333333333 0.875 0.541666666666667 676.293072754946 1.11921531784996 1.35401573418211 0.64695724891193 0.982743840542317
Novosibirsk Tarbagatai 0.651376146788991 0.4 0.86046511627907 0.46046511627907 396.022906242691 1.05938503239284 1.41209645994275 0.764013206157479 0.947411044413773
Novosibirsk Terskey-Alatau 0.74468085106383 0.666666666666667 0.991902834008097 0.32523616734143 255.966784535564 0.902473267012966 0.910926184665429 0.555251753056408 0.711128525682732
Novosibirsk Tomsk-Tumen 0.302752293577982 0.502145922746781 0.68733153638814 0.185185613641359 598.881039665515 0.487778207526996 1.10679517979725 0.282073460852475 0.924008445907961
Novosibirsk Trans-Ili Alatau 0.772151898734177 0.166666666666667 0.956709956709957 0.79004329004329 412.355169711846 1.00506024702032 0.97515762810071 0.553912135654399 0.753337936815259
Novosibirsk Tyva 0.870967741935484 0.333333333333333 0.985401459854015 0.652068126520681 1580.43437467074 1.18725112408182 1.098366013188 1.649653329636 1.72464535437711
Novosibirsk Ural Valley 0.609756097560976 0.454545454545455 0.877551020408163 0.423005565862709 3059.33321027829 0.856912943538891 1.44508546415845 0.816977819417554 1.07434832995633
Novosibirsk Ussury 0.75 0.428571428571429 0.962441314553991 0.533869885982562 6061.74163006349 0.927811177648656 1.079890420266 0.619834017435881 0.761942304360205
Novosibirsk Volga-Kama 0.457627118644068 0.368983957219251 0.705 0.336016042780749 3131.71144674527 0.557945787284109 1.03582572530356 0.499464650532798 0.864926589947041
Novosibirsk Western Sayan 0.368421052631579 0.511111111111111 0.765124555160142 0.254013444049031 1613.57258096209 0.633834004810117 1.2925499230322 0.388751154017195 1.00536338239158
Pavlodar Poland 0.864864864864865 0.2 0.982608695652174 0.782608695652174 6338.04455440021 1.42343188986448 1.46656618955734 1.39390765894777 1.42790540672698
Pavlodar Slovakia 0.876923076923077 0 0.983606557377049 0.983606557377049 6224.49493573155 1.44105608300003 1.56015162704962 1.48609693559275 1.45528760887925
Pavlodar Southwestern Azerbajan 0.859649122807018 0 0.976190476190476 0.976190476190476 3326.14717100755 1.15891566561141 1.14237216625257 1.06136091357918 1.19750657729033
Pavlodar Tarbagatai 0.575 0.5 0.879310344827586 0.379310344827586 749.357941365877 0.522146290081201 1.04918320657088 0.506154083501783 0.668473835221158
Pavlodar Terskey-Alatau 0.723076923076923 0.75 0.980952380952381 0.230952380952381 396.744872249491 0.756902313421686 0.833283930087119 0.566647631919769 0.77553724675291
Pavlodar Tomsk-Tumen 0.775 0.666666666666667 0.982532751091703 0.315866084425036 306.32443319483 1.29774398187089 1.45481563416879 0.877000067411506 1.01003359455308
Pavlodar Trans-Ili Alatau 0.76 0.2 0.955056179775281 0.755056179775281 240.031387127675 0.983736359573873 1.12146901468193 0.715205180216409 0.918552715776197
Pavlodar Tyva 0.75 0.333333333333333 0.954545454545455 0.621212121212121 1951.22705612503 0.807937791876748 0.954835572217975 0.952986204306377 1.17323902932185
Pavlodar Ural Valley 0.660377358490566 0.6 0.961165048543689 0.361165048543689 2685.59073396808 0.832132830726019 1.38033840279818 1.19544544704506 1.43592297483623
Pavlodar Ussury 0.843137254901961 0.5 0.971830985915493 0.471830985915493 6437.49335470198 1.0013772093737 1.05103227760711 0.677195732048203 0.770707187730656
Pavlodar Volga-Kama 0.685393258426966 0.619047619047619 0.968992248062015 0.349944629014396 2764.83896528928 0.834149301150986 1.15953646655864 0.768154734556282 0.92948804601458
Pavlodar Western Sayan 0.878787878787879 0.5 0.985611510791367 0.485611510791367 1983.82467756421 1.15236380920211 1.20205251100026 0.94002827547851 0.958894348184977
Poland Pre-Polar Ural 0.6875 0.3 0.939914163090129 0.639914163090129 4654.92223383633 0.981951810968886 1.29651646037017 0.370558646064273 0.500234524326425
Poland Scotland 0.633333333333333 0.548387096774194 0.934272300469484 0.38588520369529 2691.48195860951 0.596682524513419 0.962828619101199 0.64500557219438 0.888134058387384
